_EntriesKey,_Id,_AssetGroup,_Level,_NextAssetGroup,_ReleaseDate,_PrefabName,_ImageUiName,_LevelType,_NeedLevel,_Time,_Cost,_RmCost,_MaterialsId1,_MaterialsNum1,_MaterialsId2,_MaterialsNum2,_MaterialsId3,_MaterialsNum3,_MaterialsId4,_MaterialsNum4,_MaterialsId5,_MaterialsNum5,_EffectId,_EffType1,_EffType2,_EffArgs1,_EffArgs2,_EffArgs3,_CostMaxTime,_CostMax,_MaterialMaxTime,_MaterialMax,_Odds,_StaminaMaxTime,_StaminaMax,_EventEffectType,_EventEffectArgs
10050318,10050318,100503,18,10050319,,100503_IMG_02_01,TW02_100503_IMG_02_01,1,1,86400,30000,0,201009001,50,201009002,20,0,0,201010051,40,0,0,1,3,0,8.5,8.5,0,0,0,0,0,,0,0,0,0
10050319,10050319,100503,19,10050320,,100503_IMG_02_01,TW02_100503_IMG_02_01,1,1,93600,35000,0,201009001,70,201009002,30,0,0,201010051,60,0,0,1,3,0,8.5,9,0,0,0,0,0,,0,0,0,0
10050320,10050320,100503,20,10050321,,100503_IMG_02_01,TW02_100503_IMG_02_01,1,1,100800,40000,0,201009001,70,201009002,30,0,0,201010051,60,0,0,1,3,0,9,9,0,0,0,0,0,,0,0,0,0
10050321,10050321,100503,21,10050322,,100503_IMG_02_02,TW02_100503_IMG_02_02,1,1,108000,50000,0,201009001,100,201009002,40,201009003,20,201010051,80,0,0,1,3,0,9,9.5,0,0,0,0,0,,0,0,0,0
10050322,10050322,100503,22,10050323,,100503_IMG_02_02,TW02_100503_IMG_02_02,1,1,115200,60000,0,201009001,100,201009002,40,201009003,30,201010051,80,0,0,1,3,0,9.5,9.5,0,0,0,0,0,,0,0,0,0
10050323,10050323,100503,23,10050324,,100503_IMG_02_02,TW02_100503_IMG_02_02,1,1,122400,70000,0,201009001,100,201009002,40,201009003,40,201010051,80,0,0,1,3,0,9.5,10,0,0,0,0,0,,0,0,0,0
10050324,10050324,100503,24,10050325,,100503_IMG_02_02,TW02_100503_IMG_02_02,1,1,129600,80000,0,201009001,150,201009002,50,201009003,50,201010051,100,0,0,1,3,0,10,10,0,0,0,0,0,,0,0,0,0
10050325,10050325,100503,25,10050326,,100503_IMG_02_02,TW02_100503_IMG_02_02,1,1,136800,90000,0,201009001,150,201009002,50,201009003,60,201010051,100,0,0,1,3,0,10,10.5,0,0,0,0,0,,0,0,0,0
10050326,10050326,100503,26,10050327,,100503_IMG_02_03,TW02_100503_IMG_02_03,1,1,144000,100000,0,201009001,200,201009002,60,201009003,70,201010051,120,201010052,20,1,3,0,10.5,10.5,0,0,0,0,0,,0,0,0,0
10050327,10050327,100503,27,10050328,,100503_IMG_02_03,TW02_100503_IMG_02_03,1,1,151200,110000,0,201009001,200,201009002,60,201009003,80,201010051,120,201010052,30,1,3,0,10.5,11,0,0,0,0,0,,0,0,0,0
10050328,10050328,100503,28,10050329,,100503_IMG_02_03,TW02_100503_IMG_02_03,1,1,158400,120000,0,201009001,200,201009002,60,201009003,90,201010051,120,201010052,40,1,3,0,11,11,0,0,0,0,0,,0,0,0,0
10050329,10050329,100503,29,10050330,,100503_IMG_02_03,TW02_100503_IMG_02_03,1,1,165600,130000,0,201009001,300,201009002,80,201009003,100,201010051,160,201010052,50,1,3,0,11,11.5,0,0,0,0,0,,0,0,0,0
10050330,10050330,100503,30,10050331,,100503_IMG_02_03,TW02_100503_IMG_02_03,1,1,172800,140000,0,201009001,300,201009002,80,201009003,110,201010051,160,201010052,60,1,3,0,11.5,11.5,0,0,0,0,0,,0,0,0,0
10050331,10050331,100503,31,10050332,,100503_IMG_03_01,TW02_100503_IMG_03_01,1,1,187200,160000,0,201009001,400,201009002,100,201009003,120,201010051,200,201010052,80,1,3,0,14,14,0,0,0,0,0,,0,0,0,0
10050332,10050332,100503,32,10050333,,100503_IMG_03_01,TW02_100503_IMG_03_01,1,1,201600,180000,0,201009001,400,201009002,100,201009003,130,201010051,200,201010052,80,1,3,0,14.5,14,0,0,0,0,0,,0,0,0,0
10050333,10050333,100503,33,10050334,,100503_IMG_03_01,TW02_100503_IMG_03_01,1,1,216000,200000,0,201009001,400,201009002,100,201009003,140,201010051,200,201010052,80,1,3,0,14.5,14.5,0,0,0,0,0,,0,0,0,0
10050334,10050334,100503,34,10050335,,100503_IMG_03_01,TW02_100503_IMG_03_01,1,1,230400,220000,0,201009001,500,201009002,120,201009003,150,201010051,240,201010052,100,1,3,0,15,14.5,0,0,0,0,0,,0,0,0,0
10050335,10050335,100503,35,10050336,,100503_IMG_03_01,TW02_100503_IMG_03_01,1,1,244800,240000,0,201009001,500,201009002,120,201009003,160,201010051,240,201010052,100,1,3,0,15,15,0,0,0,0,0,,0,0,0,0
10050336,10050336,100503,36,10050337,,100503_IMG_03_02,TW02_100503_IMG_03_02,1,1,331200,400000,0,201009002,150,201009003,175,201010051,260,201010052,100,201021001,2,1,3,0,15.5,15.5,0,0,0,0,0,,0,0,0,0
10050337,10050337,100503,37,10050338,,100503_IMG_03_02,TW02_100503_IMG_03_02,1,1,345600,500000,0,201009002,175,201009003,200,201010051,280,201010052,120,201021001,2,1,3,0,16,15.5,0,0,0,0,0,,0,0,0,0
10050338,10050338,100503,38,10050339,,100503_IMG_03_02,TW02_100503_IMG_03_02,1,1,360000,620000,0,201009002,200,201009003,225,201010051,300,201010052,140,201021001,3,1,3,0,16,16,0,0,0,0,0,,0,0,0,0
10050339,10050339,100503,39,10050340,,100503_IMG_03_02,TW02_100503_IMG_03_02,1,1,374400,760000,0,201009002,225,201009003,250,201010051,320,201010052,160,201021001,3,1,3,0,16.5,16,0,0,0,0,0,,0,0,0,0
10050340,10050340,100503,40,10050341,,100503_IMG_03_02,TW02_100503_IMG_03_02,1,1,388800,920000,0,201009002,250,201009003,275,201010051,340,201010052,180,201021001,4,1,3,0,16.5,16.5,0,0,0,0,0,,0,0,0,0
10050401,10050401,100504,1,10050402,,100504_IMG_01_01,TW02_100504_IMG_01_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,0,0,0,0,0,,0,0,0,0
10050402,10050402,100504,2,10050403,,100504_IMG_01_01,TW02_100504_IMG_01_01,1,1,1800,3000,0,201009001,10,0,0,0,0,0,0,0,0,1,4,0,3.5,3,0,0,0,0,0,,0,0,0,0
10050403,10050403,100504,3,10050404,,100504_IMG_01_01,TW02_100504_IMG_01_01,1,1,3600,3500,0,201009001,10,0,0,0,0,0,0,0,0,1,4,0,3.5,3.5,0,0,0,0,0,,0,0,0,0
10050404,10050404,100504,4,10050405,,100504_IMG_01_01,TW02_100504_IMG_01_01,1,1,7200,4000,0,201009001,10,0,0,0,0,0,0,0,0,1,4,0,4,3.5,0,0,0,0,0,,0,0,0,0
10050405,10050405,100504,5,10050406,,100504_IMG_01_01,TW02_100504_IMG_01_01,1,1,10800,4500,0,201009001,10,0,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,,0,0,0,0
10050406,10050406,100504,6,10050407,,100504_IMG_01_02,TW02_100504_IMG_01_02,1,1,14400,5000,0,201009001,20,0,0,0,0,0,0,0,0,1,4,0,4.5,4,0,0,0,0,0,,0,0,0,0
10050407,10050407,100504,7,10050408,,100504_IMG_01_02,TW02_100504_IMG_01_02,1,1,18000,6000,0,201009001,20,0,0,0,0,0,0,0,0,1,4,0,4.5,4.5,0,0,0,0,0,,0,0,0,0
10050408,10050408,100504,8,10050409,,100504_IMG_01_02,TW02_100504_IMG_01_02,1,1,21600,7000,0,201009001,20,0,0,0,0,0,0,0,0,1,4,0,5,4.5,0,0,0,0,0,,0,0,0,0
10050409,10050409,100504,9,10050410,,100504_IMG_01_02,TW02_100504_IMG_01_02,1,1,25200,8000,0,201009001,20,0,0,0,0,0,0,0,0,1,4,0,5,5,0,0,0,0,0,,0,0,0,0
10050410,10050410,100504,10,10050411,,100504_IMG_01_02,TW02_100504_IMG_01_02,1,1,28800,9000,0,201009001,20,0,0,0,0,0,0,0,0,1,4,0,5.5,5,0,0,0,0,0,,0,0,0,0
10050411,10050411,100504,11,10050412,,100504_IMG_01_03,TW02_100504_IMG_01_03,1,1,36000,10000,0,201009001,30,201009002,5,0,0,201010031,10,0,0,1,4,0,5.5,5.5,0,0,0,0,0,,0,0,0,0
10050412,10050412,100504,12,10050413,,100504_IMG_01_03,TW02_100504_IMG_01_03,1,1,43200,12000,0,201009001,30,201009002,5,0,0,201010031,10,0,0,1,4,0,6,5.5,0,0,0,0,0,,0,0,0,0
10050413,10050413,100504,13,10050414,,100504_IMG_01_03,TW02_100504_IMG_01_03,1,1,50400,14000,0,201009001,30,201009002,5,0,0,201010031,10,0,0,1,4,0,6,6,0,0,0,0,0,,0,0,0,0
10050414,10050414,100504,14,10050415,,100504_IMG_01_03,TW02_100504_IMG_01_03,1,1,57600,16000,0,201009001,30,201009002,10,0,0,201010031,20,0,0,1,4,0,6.5,6,0,0,0,0,0,,0,0,0,0
10050415,10050415,100504,15,10050416,,100504_IMG_01_03,TW02_100504_IMG_01_03,1,1,64800,18000,0,201009001,30,201009002,10,0,0,201010031,20,0,0,1,4,0,6.5,6.5,0,0,0,0,0,,0,0,0,0
10050416,10050416,100504,16,10050417,,100504_IMG_02_01,TW02_100504_IMG_02_01,1,1,72000,20000,0,201009001,50,201009002,20,0,0,201010031,40,0,0,1,4,0,8,8,0,0,0,0,0,,0,0,0,0
10050417,10050417,100504,17,10050418,,100504_IMG_02_01,TW02_100504_IMG_02_01,1,1,79200,25000,0,201009001,50,201009002,20,0,0,201010031,40,0,0,1,4,0,8,8.5,0,0,0,0,0,,0,0,0,0
10050418,10050418,100504,18,10050419,,100504_IMG_02_01,TW02_100504_IMG_02_01,1,1,86400,30000,0,201009001,50,201009002,20,0,0,201010031,40,0,0,1,4,0,8.5,8.5,0,0,0,0,0,,0,0,0,0
10050419,10050419,100504,19,10050420,,100504_IMG_02_01,TW02_100504_IMG_02_01,1,1,93600,35000,0,201009001,70,201009002,30,0,0,201010031,60,0,0,1,4,0,8.5,9,0,0,0,0,0,,0,0,0,0
10050420,10050420,100504,20,10050421,,100504_IMG_02_01,TW02_100504_IMG_02_01,1,1,100800,40000,0,201009001,70,201009002,30,0,0,201010031,60,0,0,1,4,0,9,9,0,0,0,0,0,,0,0,0,0
10050421,10050421,100504,21,10050422,,100504_IMG_02_02,TW02_100504_IMG_02_02,1,1,108000,50000,0,201009001,100,201009002,40,201009003,20,201010031,80,0,0,1,4,0,9,9.5,0,0,0,0,0,,0,0,0,0
10050422,10050422,100504,22,10050423,,100504_IMG_02_02,TW02_100504_IMG_02_02,1,1,115200,60000,0,201009001,100,201009002,40,201009003,30,201010031,80,0,0,1,4,0,9.5,9.5,0,0,0,0,0,,0,0,0,0
10050423,10050423,100504,23,10050424,,100504_IMG_02_02,TW02_100504_IMG_02_02,1,1,122400,70000,0,201009001,100,201009002,40,201009003,40,201010031,80,0,0,1,4,0,9.5,10,0,0,0,0,0,,0,0,0,0
10050424,10050424,100504,24,10050425,,100504_IMG_02_02,TW02_100504_IMG_02_02,1,1,129600,80000,0,201009001,150,201009002,50,201009003,50,201010031,100,0,0,1,4,0,10,10,0,0,0,0,0,,0,0,0,0
10050425,10050425,100504,25,10050426,,100504_IMG_02_02,TW02_100504_IMG_02_02,1,1,136800,90000,0,201009001,150,201009002,50,201009003,60,201010031,100,0,0,1,4,0,10,10.5,0,0,0,0,0,,0,0,0,0
10050426,10050426,100504,26,10050427,,100504_IMG_02_03,TW02_100504_IMG_02_03,1,1,144000,100000,0,201009001,200,201009002,60,201009003,70,201010031,120,201010032,20,1,4,0,10.5,10.5,0,0,0,0,0,,0,0,0,0
10050427,10050427,100504,27,10050428,,100504_IMG_02_03,TW02_100504_IMG_02_03,1,1,151200,110000,0,201009001,200,201009002,60,201009003,80,201010031,120,201010032,30,1,4,0,10.5,11,0,0,0,0,0,,0,0,0,0
10050428,10050428,100504,28,10050429,,100504_IMG_02_03,TW02_100504_IMG_02_03,1,1,158400,120000,0,201009001,200,201009002,60,201009003,90,201010031,120,201010032,40,1,4,0,11,11,0,0,0,0,0,,0,0,0,0
10050429,10050429,100504,29,10050430,,100504_IMG_02_03,TW02_100504_IMG_02_03,1,1,165600,130000,0,201009001,300,201009002,80,201009003,100,201010031,160,201010032,50,1,4,0,11,11.5,0,0,0,0,0,,0,0,0,0
10050430,10050430,100504,30,10050431,,100504_IMG_02_03,TW02_100504_IMG_02_03,1,1,172800,140000,0,201009001,300,201009002,80,201009003,110,201010031,160,201010032,60,1,4,0,11.5,11.5,0,0,0,0,0,,0,0,0,0
10050431,10050431,100504,31,10050432,,100504_IMG_03_01,TW02_100504_IMG_03_01,1,1,187200,160000,0,201009001,400,201009002,100,201009003,120,201010031,200,201010032,80,1,4,0,14,14,0,0,0,0,0,,0,0,0,0
10050432,10050432,100504,32,10050433,,100504_IMG_03_01,TW02_100504_IMG_03_01,1,1,201600,180000,0,201009001,400,201009002,100,201009003,130,201010031,200,201010032,80,1,4,0,14.5,14,0,0,0,0,0,,0,0,0,0
10050433,10050433,100504,33,10050434,,100504_IMG_03_01,TW02_100504_IMG_03_01,1,1,216000,200000,0,201009001,400,201009002,100,201009003,140,201010031,200,201010032,80,1,4,0,14.5,14.5,0,0,0,0,0,,0,0,0,0
10050434,10050434,100504,34,10050435,,100504_IMG_03_01,TW02_100504_IMG_03_01,1,1,230400,220000,0,201009001,500,201009002,120,201009003,150,201010031,240,201010032,100,1,4,0,15,14.5,0,0,0,0,0,,0,0,0,0
10050435,10050435,100504,35,10050436,,100504_IMG_03_01,TW02_100504_IMG_03_01,1,1,244800,240000,0,201009001,500,201009002,120,201009003,160,201010031,240,201010032,100,1,4,0,15,15,0,0,0,0,0,,0,0,0,0
10050436,10050436,100504,36,10050437,,100504_IMG_03_02,TW02_100504_IMG_03_02,1,1,331200,400000,0,201009002,150,201009003,175,201010031,260,201010032,100,201021001,2,1,4,0,15.5,15.5,0,0,0,0,0,,0,0,0,0
10050437,10050437,100504,37,10050438,,100504_IMG_03_02,TW02_100504_IMG_03_02,1,1,345600,500000,0,201009002,175,201009003,200,201010031,280,201010032,120,201021001,2,1,4,0,16,15.5,0,0,0,0,0,,0,0,0,0
10050438,10050438,100504,38,10050439,,100504_IMG_03_02,TW02_100504_IMG_03_02,1,1,360000,620000,0,201009002,200,201009003,225,201010031,300,201010032,140,201021001,3,1,4,0,16,16,0,0,0,0,0,,0,0,0,0
10050439,10050439,100504,39,10050440,,100504_IMG_03_02,TW02_100504_IMG_03_02,1,1,374400,760000,0,201009002,225,201009003,250,201010031,320,201010032,160,201021001,3,1,4,0,16.5,16,0,0,0,0,0,,0,0,0,0
10050440,10050440,100504,40,10050441,,100504_IMG_03_02,TW02_100504_IMG_03_02,1,1,388800,920000,0,201009002,250,201009003,275,201010031,340,201010032,180,201021001,4,1,4,0,16.5,16.5,0,0,0,0,0,,0,0,0,0
10050501,10050501,100505,1,10050502,,100505_IMG_01_01,TW02_100505_IMG_01_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,3,0,0,0,0,0,,0,0,0,0
10050502,10050502,100505,2,10050503,,100505_IMG_01_01,TW02_100505_IMG_01_01,1,1,1800,3000,0,201009001,10,0,0,0,0,0,0,0,0,1,5,0,3.5,3,0,0,0,0,0,,0,0,0,0
10050503,10050503,100505,3,10050504,,100505_IMG_01_01,TW02_100505_IMG_01_01,1,1,3600,3500,0,201009001,10,0,0,0,0,0,0,0,0,1,5,0,3.5,3.5,0,0,0,0,0,,0,0,0,0
10050504,10050504,100505,4,10050505,,100505_IMG_01_01,TW02_100505_IMG_01_01,1,1,7200,4000,0,201009001,10,0,0,0,0,0,0,0,0,1,5,0,4,3.5,0,0,0,0,0,,0,0,0,0
10050505,10050505,100505,5,10050506,,100505_IMG_01_01,TW02_100505_IMG_01_01,1,1,10800,4500,0,201009001,10,0,0,0,0,0,0,0,0,1,5,0,4,4,0,0,0,0,0,,0,0,0,0
10050506,10050506,100505,6,10050507,,100505_IMG_01_02,TW02_100505_IMG_01_02,1,1,14400,5000,0,201009001,20,0,0,0,0,0,0,0,0,1,5,0,4.5,4,0,0,0,0,0,,0,0,0,0
10050507,10050507,100505,7,10050508,,100505_IMG_01_02,TW02_100505_IMG_01_02,1,1,18000,6000,0,201009001,20,0,0,0,0,0,0,0,0,1,5,0,4.5,4.5,0,0,0,0,0,,0,0,0,0
10050508,10050508,100505,8,10050509,,100505_IMG_01_02,TW02_100505_IMG_01_02,1,1,21600,7000,0,201009001,20,0,0,0,0,0,0,0,0,1,5,0,5,4.5,0,0,0,0,0,,0,0,0,0
10050509,10050509,100505,9,10050510,,100505_IMG_01_02,TW02_100505_IMG_01_02,1,1,25200,8000,0,201009001,20,0,0,0,0,0,0,0,0,1,5,0,5,5,0,0,0,0,0,,0,0,0,0
10050510,10050510,100505,10,10050511,,100505_IMG_01_02,TW02_100505_IMG_01_02,1,1,28800,9000,0,201009001,20,0,0,0,0,0,0,0,0,1,5,0,5.5,5,0,0,0,0,0,,0,0,0,0
10050511,10050511,100505,11,10050512,,100505_IMG_01_03,TW02_100505_IMG_01_03,1,1,36000,10000,0,201009001,30,201009002,5,0,0,201010021,10,0,0,1,5,0,5.5,5.5,0,0,0,0,0,,0,0,0,0
10050512,10050512,100505,12,10050513,,100505_IMG_01_03,TW02_100505_IMG_01_03,1,1,43200,12000,0,201009001,30,201009002,5,0,0,201010021,10,0,0,1,5,0,6,5.5,0,0,0,0,0,,0,0,0,0
10050513,10050513,100505,13,10050514,,100505_IMG_01_03,TW02_100505_IMG_01_03,1,1,50400,14000,0,201009001,30,201009002,5,0,0,201010021,10,0,0,1,5,0,6,6,0,0,0,0,0,,0,0,0,0
10050514,10050514,100505,14,10050515,,100505_IMG_01_03,TW02_100505_IMG_01_03,1,1,57600,16000,0,201009001,30,201009002,10,0,0,201010021,20,0,0,1,5,0,6.5,6,0,0,0,0,0,,0,0,0,0
10050515,10050515,100505,15,10050516,,100505_IMG_01_03,TW02_100505_IMG_01_03,1,1,64800,18000,0,201009001,30,201009002,10,0,0,201010021,20,0,0,1,5,0,6.5,6.5,0,0,0,0,0,,0,0,0,0
10050516,10050516,100505,16,10050517,,100505_IMG_02_01,TW02_100505_IMG_02_01,1,1,72000,20000,0,201009001,50,201009002,20,0,0,201010021,40,0,0,1,5,0,8,8,0,0,0,0,0,,0,0,0,0
10050517,10050517,100505,17,10050518,,100505_IMG_02_01,TW02_100505_IMG_02_01,1,1,79200,25000,0,201009001,50,201009002,20,0,0,201010021,40,0,0,1,5,0,8,8.5,0,0,0,0,0,,0,0,0,0
10050518,10050518,100505,18,10050519,,100505_IMG_02_01,TW02_100505_IMG_02_01,1,1,86400,30000,0,201009001,50,201009002,20,0,0,201010021,40,0,0,1,5,0,8.5,8.5,0,0,0,0,0,,0,0,0,0
10050519,10050519,100505,19,10050520,,100505_IMG_02_01,TW02_100505_IMG_02_01,1,1,93600,35000,0,201009001,70,201009002,30,0,0,201010021,60,0,0,1,5,0,8.5,9,0,0,0,0,0,,0,0,0,0
10050520,10050520,100505,20,10050521,,100505_IMG_02_01,TW02_100505_IMG_02_01,1,1,100800,40000,0,201009001,70,201009002,30,0,0,201010021,60,0,0,1,5,0,9,9,0,0,0,0,0,,0,0,0,0
10050521,10050521,100505,21,10050522,,100505_IMG_02_02,TW02_100505_IMG_02_02,1,1,108000,50000,0,201009001,100,201009002,40,201009003,20,201010021,80,0,0,1,5,0,9,9.5,0,0,0,0,0,,0,0,0,0
10050522,10050522,100505,22,10050523,,100505_IMG_02_02,TW02_100505_IMG_02_02,1,1,115200,60000,0,201009001,100,201009002,40,201009003,30,201010021,80,0,0,1,5,0,9.5,9.5,0,0,0,0,0,,0,0,0,0
10050523,10050523,100505,23,10050524,,100505_IMG_02_02,TW02_100505_IMG_02_02,1,1,122400,70000,0,201009001,100,201009002,40,201009003,40,201010021,80,0,0,1,5,0,9.5,10,0,0,0,0,0,,0,0,0,0
10050524,10050524,100505,24,10050525,,100505_IMG_02_02,TW02_100505_IMG_02_02,1,1,129600,80000,0,201009001,150,201009002,50,201009003,50,201010021,100,0,0,1,5,0,10,10,0,0,0,0,0,,0,0,0,0
10050525,10050525,100505,25,10050526,,100505_IMG_02_02,TW02_100505_IMG_02_02,1,1,136800,90000,0,201009001,150,201009002,50,201009003,60,201010021,100,0,0,1,5,0,10,10.5,0,0,0,0,0,,0,0,0,0
10050526,10050526,100505,26,10050527,,100505_IMG_02_03,TW02_100505_IMG_02_03,1,1,144000,100000,0,201009001,200,201009002,60,201009003,70,201010021,120,201010022,20,1,5,0,10.5,10.5,0,0,0,0,0,,0,0,0,0
10050527,10050527,100505,27,10050528,,100505_IMG_02_03,TW02_100505_IMG_02_03,1,1,151200,110000,0,201009001,200,201009002,60,201009003,80,201010021,120,201010022,30,1,5,0,10.5,11,0,0,0,0,0,,0,0,0,0
10050528,10050528,100505,28,10050529,,100505_IMG_02_03,TW02_100505_IMG_02_03,1,1,158400,120000,0,201009001,200,201009002,60,201009003,90,201010021,120,201010022,40,1,5,0,11,11,0,0,0,0,0,,0,0,0,0
10050529,10050529,100505,29,10050530,,100505_IMG_02_03,TW02_100505_IMG_02_03,1,1,165600,130000,0,201009001,300,201009002,80,201009003,100,201010021,160,201010022,50,1,5,0,11,11.5,0,0,0,0,0,,0,0,0,0
10050530,10050530,100505,30,10050531,,100505_IMG_02_03,TW02_100505_IMG_02_03,1,1,172800,140000,0,201009001,300,201009002,80,201009003,110,201010021,160,201010022,60,1,5,0,11.5,11.5,0,0,0,0,0,,0,0,0,0
10050531,10050531,100505,31,10050532,,100505_IMG_03_01,TW02_100505_IMG_03_01,1,1,187200,160000,0,201009001,400,201009002,100,201009003,120,201010021,200,201010022,80,1,5,0,14,14,0,0,0,0,0,,0,0,0,0
10050532,10050532,100505,32,10050533,,100505_IMG_03_01,TW02_100505_IMG_03_01,1,1,201600,180000,0,201009001,400,201009002,100,201009003,130,201010021,200,201010022,80,1,5,0,14.5,14,0,0,0,0,0,,0,0,0,0
10050533,10050533,100505,33,10050534,,100505_IMG_03_01,TW02_100505_IMG_03_01,1,1,216000,200000,0,201009001,400,201009002,100,201009003,140,201010021,200,201010022,80,1,5,0,14.5,14.5,0,0,0,0,0,,0,0,0,0
10050534,10050534,100505,34,10050535,,100505_IMG_03_01,TW02_100505_IMG_03_01,1,1,230400,220000,0,201009001,500,201009002,120,201009003,150,201010021,240,201010022,100,1,5,0,15,14.5,0,0,0,0,0,,0,0,0,0
10050535,10050535,100505,35,10050536,,100505_IMG_03_01,TW02_100505_IMG_03_01,1,1,244800,240000,0,201009001,500,201009002,120,201009003,160,201010021,240,201010022,100,1,5,0,15,15,0,0,0,0,0,,0,0,0,0
10050536,10050536,100505,36,10050537,,100505_IMG_03_02,TW02_100505_IMG_03_02,1,1,331200,400000,0,201009002,150,201009003,175,201010021,260,201010022,100,201021001,2,1,5,0,15.5,15.5,0,0,0,0,0,,0,0,0,0
10050537,10050537,100505,37,10050538,,100505_IMG_03_02,TW02_100505_IMG_03_02,1,1,345600,500000,0,201009002,175,201009003,200,201010021,280,201010022,120,201021001,2,1,5,0,16,15.5,0,0,0,0,0,,0,0,0,0
10050538,10050538,100505,38,10050539,,100505_IMG_03_02,TW02_100505_IMG_03_02,1,1,360000,620000,0,201009002,200,201009003,225,201010021,300,201010022,140,201021001,3,1,5,0,16,16,0,0,0,0,0,,0,0,0,0
10050539,10050539,100505,39,10050540,,100505_IMG_03_02,TW02_100505_IMG_03_02,1,1,374400,760000,0,201009002,225,201009003,250,201010021,320,201010022,160,201021001,3,1,5,0,16.5,16,0,0,0,0,0,,0,0,0,0
10050540,10050540,100505,40,10050541,,100505_IMG_03_02,TW02_100505_IMG_03_02,1,1,388800,920000,0,201009002,250,201009003,275,201010021,340,201010022,180,201021001,4,1,5,0,16.5,16.5,0,0,0,0,0,,0,0,0,0
10050601,10050601,100506,1,10050602,,100506_IMG_01_01,TW02_100506_IMG_01_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,3,0,0,0,0,0,,0,0,0,0
10050602,10050602,100506,2,10050603,,100506_IMG_01_01,TW02_100506_IMG_01_01,1,1,1800,3000,0,201009001,10,0,0,0,0,0,0,0,0,1,6,0,3.5,3,0,0,0,0,0,,0,0,0,0
10050603,10050603,100506,3,10050604,,100506_IMG_01_01,TW02_100506_IMG_01_01,1,1,3600,3500,0,201009001,10,0,0,0,0,0,0,0,0,1,6,0,3.5,3.5,0,0,0,0,0,,0,0,0,0
10050604,10050604,100506,4,10050605,,100506_IMG_01_01,TW02_100506_IMG_01_01,1,1,7200,4000,0,201009001,10,0,0,0,0,0,0,0,0,1,6,0,4,3.5,0,0,0,0,0,,0,0,0,0
10050605,10050605,100506,5,10050606,,100506_IMG_01_01,TW02_100506_IMG_01_01,1,1,10800,4500,0,201009001,10,0,0,0,0,0,0,0,0,1,6,0,4,4,0,0,0,0,0,,0,0,0,0
10050606,10050606,100506,6,10050607,,100506_IMG_01_02,TW02_100506_IMG_01_02,1,1,14400,5000,0,201009001,20,0,0,0,0,0,0,0,0,1,6,0,4.5,4,0,0,0,0,0,,0,0,0,0
10050607,10050607,100506,7,10050608,,100506_IMG_01_02,TW02_100506_IMG_01_02,1,1,18000,6000,0,201009001,20,0,0,0,0,0,0,0,0,1,6,0,4.5,4.5,0,0,0,0,0,,0,0,0,0
10050608,10050608,100506,8,10050609,,100506_IMG_01_02,TW02_100506_IMG_01_02,1,1,21600,7000,0,201009001,20,0,0,0,0,0,0,0,0,1,6,0,5,4.5,0,0,0,0,0,,0,0,0,0
10050609,10050609,100506,9,10050610,,100506_IMG_01_02,TW02_100506_IMG_01_02,1,1,25200,8000,0,201009001,20,0,0,0,0,0,0,0,0,1,6,0,5,5,0,0,0,0,0,,0,0,0,0
10050610,10050610,100506,10,10050611,,100506_IMG_01_02,TW02_100506_IMG_01_02,1,1,28800,9000,0,201009001,20,0,0,0,0,0,0,0,0,1,6,0,5.5,5,0,0,0,0,0,,0,0,0,0
10050611,10050611,100506,11,10050612,,100506_IMG_01_03,TW02_100506_IMG_01_03,1,1,36000,10000,0,201009001,30,201009002,5,0,0,201010011,10,0,0,1,6,0,5.5,5.5,0,0,0,0,0,,0,0,0,0
10050612,10050612,100506,12,10050613,,100506_IMG_01_03,TW02_100506_IMG_01_03,1,1,43200,12000,0,201009001,30,201009002,5,0,0,201010011,10,0,0,1,6,0,6,5.5,0,0,0,0,0,,0,0,0,0
10050613,10050613,100506,13,10050614,,100506_IMG_01_03,TW02_100506_IMG_01_03,1,1,50400,14000,0,201009001,30,201009002,5,0,0,201010011,10,0,0,1,6,0,6,6,0,0,0,0,0,,0,0,0,0
10050614,10050614,100506,14,10050615,,100506_IMG_01_03,TW02_100506_IMG_01_03,1,1,57600,16000,0,201009001,30,201009002,10,0,0,201010011,20,0,0,1,6,0,6.5,6,0,0,0,0,0,,0,0,0,0
10050615,10050615,100506,15,10050616,,100506_IMG_01_03,TW02_100506_IMG_01_03,1,1,64800,18000,0,201009001,30,201009002,10,0,0,201010011,20,0,0,1,6,0,6.5,6.5,0,0,0,0,0,,0,0,0,0
10050616,10050616,100506,16,10050617,,100506_IMG_02_01,TW02_100506_IMG_02_01,1,1,72000,20000,0,201009001,50,201009002,20,0,0,201010011,40,0,0,1,6,0,8,8,0,0,0,0,0,,0,0,0,0
10050617,10050617,100506,17,10050618,,100506_IMG_02_01,TW02_100506_IMG_02_01,1,1,79200,25000,0,201009001,50,201009002,20,0,0,201010011,40,0,0,1,6,0,8,8.5,0,0,0,0,0,,0,0,0,0
