_EntriesKey,_Id,_Title,_GroupId,_BaseId,_VariationId,_StoryReleaseType,_ReleaseTriggerId,_ReleaseStep,_UnlockQuestStoryId,_UnlockTriggerStoryId,_SortId
100043024,100043024,STORY_UNIT_NAME_100043024,10004300,100043,2,2,10750205,3,0,100043023,20220327
100043025,100043025,STORY_UNIT_NAME_100043025,10004300,100043,2,2,10750205,4,0,100043024,20220327
100044021,100044021,STORY_UNIT_NAME_100044021,10004400,100044,2,1,10350104,0,0,0,20220314
100044022,100044022,STORY_UNIT_NAME_100044022,10004400,100044,2,2,10350104,1,0,100044021,20220314
100044023,100044023,STORY_UNIT_NAME_100044023,10004400,100044,2,2,10350104,2,0,100044022,20220314
100044024,100044024,STORY_UNIT_NAME_100044024,10004400,100044,2,2,10350104,3,0,100044023,20220314
100044025,100044025,STORY_UNIT_NAME_100044025,10004400,100044,2,2,10350104,4,0,100044024,20220314
100045011,100045011,STORY_UNIT_NAME_100045011,10004500,100045,1,1,10250203,0,0,0,20210528
100045012,100045012,STORY_UNIT_NAME_100045012,10004500,100045,1,2,10250203,1,0,100045011,20210528
100045013,100045013,STORY_UNIT_NAME_100045013,10004500,100045,1,2,10250203,2,0,100045012,20210528
100045014,100045014,STORY_UNIT_NAME_100045014,10004500,100045,1,2,10250203,3,0,100045013,20210528
100045015,100045015,STORY_UNIT_NAME_100045015,10004500,100045,1,2,10250203,4,0,100045014,20210528
100054011,100054011,STORY_UNIT_NAME_100054011,10005400,100054,1,1,10250504,0,0,0,20210930
100054012,100054012,STORY_UNIT_NAME_100054012,10005400,100054,1,2,10250504,1,0,100054011,20210930
100054013,100054013,STORY_UNIT_NAME_100054013,10005400,100054,1,2,10250504,2,0,100054012,20210930
100054014,100054014,STORY_UNIT_NAME_100054014,10005400,100054,1,2,10250504,3,0,100054013,20210930
100054015,100054015,STORY_UNIT_NAME_100054015,10005400,100054,1,2,10250504,4,0,100054014,20210930
100054021,100054021,STORY_UNIT_NAME_100054021,10005400,100054,2,1,10750405,0,0,0,20220331
100054022,100054022,STORY_UNIT_NAME_100054022,10005400,100054,2,2,10750405,1,0,100054021,20220331
100054023,100054023,STORY_UNIT_NAME_100054023,10005400,100054,2,2,10750405,2,0,100054022,20220331
100054024,100054024,STORY_UNIT_NAME_100054024,10005400,100054,2,2,10750405,3,0,100054023,20220331
100054025,100054025,STORY_UNIT_NAME_100054025,10005400,100054,2,2,10750405,4,0,100054024,20220331
110001011,110001011,STORY_UNIT_NAME_110001011,11000100,110001,1,1,10530101,0,0,0,0
110001012,110001012,STORY_UNIT_NAME_110001012,11000100,110001,1,2,10530101,1,0,110001011,0
110001013,110001013,STORY_UNIT_NAME_110001013,11000100,110001,1,2,10530101,2,0,110001012,0
110001014,110001014,STORY_UNIT_NAME_110001014,11000100,110001,1,2,10530101,3,0,110001013,0
110001015,110001015,STORY_UNIT_NAME_110001015,11000100,110001,1,2,10530101,4,0,110001014,0
110002011,110002011,STORY_UNIT_NAME_110002011,11000200,110002,1,1,10230101,0,0,0,0
110002012,110002012,STORY_UNIT_NAME_110002012,11000200,110002,1,2,10230101,1,0,110002011,0
110002013,110002013,STORY_UNIT_NAME_110002013,11000200,110002,1,2,10230101,2,0,110002012,0
110002014,110002014,STORY_UNIT_NAME_110002014,11000200,110002,1,2,10230101,3,0,110002013,0
110002015,110002015,STORY_UNIT_NAME_110002015,11000200,110002,1,2,10230101,4,0,110002014,0
110002021,110002021,STORY_UNIT_NAME_110002021,11000200,110002,2,1,10350301,0,0,0,20190620
110002022,110002022,STORY_UNIT_NAME_110002022,11000200,110002,2,2,10350301,1,0,110002021,20190620
110002023,110002023,STORY_UNIT_NAME_110002023,11000200,110002,2,2,10350301,2,0,110002022,20190620
110002024,110002024,STORY_UNIT_NAME_110002024,11000200,110002,2,2,10350301,3,0,110002023,20190620
110002025,110002025,STORY_UNIT_NAME_110002025,11000200,110002,2,2,10350301,4,0,110002024,20190620
110003011,110003011,STORY_UNIT_NAME_110003011,11000300,110003,1,1,10630101,0,0,0,0
110003012,110003012,STORY_UNIT_NAME_110003012,11000300,110003,1,2,10630101,1,0,110003011,0
110003013,110003013,STORY_UNIT_NAME_110003013,11000300,110003,1,2,10630101,2,0,110003012,0
110003014,110003014,STORY_UNIT_NAME_110003014,11000300,110003,1,2,10630101,3,0,110003013,0
110003015,110003015,STORY_UNIT_NAME_110003015,11000300,110003,1,2,10630101,4,0,110003014,0
110003021,110003021,STORY_UNIT_NAME_110003021,11000300,110003,2,1,10930401,0,0,0,20200927
110003022,110003022,STORY_UNIT_NAME_110003022,11000300,110003,2,2,10930401,1,0,110003021,20200927
110003023,110003023,STORY_UNIT_NAME_110003023,11000300,110003,2,2,10930401,2,0,110003022,20200927
110003024,110003024,STORY_UNIT_NAME_110003024,11000300,110003,2,2,10930401,3,0,110003023,20200927
110003025,110003025,STORY_UNIT_NAME_110003025,11000300,110003,2,2,10930401,4,0,110003024,20200927
110004011,110004011,STORY_UNIT_NAME_110004011,11000400,110004,1,1,10730101,0,0,0,0
110004012,110004012,STORY_UNIT_NAME_110004012,11000400,110004,1,2,10730101,1,0,110004011,0
110004013,110004013,STORY_UNIT_NAME_110004013,11000400,110004,1,2,10730101,2,0,110004012,0
110004014,110004014,STORY_UNIT_NAME_110004014,11000400,110004,1,2,10730101,3,0,110004013,0
110004015,110004015,STORY_UNIT_NAME_110004015,11000400,110004,1,2,10730101,4,0,110004014,0
110004021,110004021,STORY_UNIT_NAME_110004021,11000400,110004,2,1,10840302,0,0,0,20190620
110004022,110004022,STORY_UNIT_NAME_110004022,11000400,110004,2,2,10840302,1,0,110004021,20190620
110004023,110004023,STORY_UNIT_NAME_110004023,11000400,110004,2,2,10840302,2,0,110004022,20190620
110004024,110004024,STORY_UNIT_NAME_110004024,11000400,110004,2,2,10840302,3,0,110004023,20190620
110004025,110004025,STORY_UNIT_NAME_110004025,11000400,110004,2,2,10840302,4,0,110004024,20190620
110005011,110005011,STORY_UNIT_NAME_110005011,11000500,110005,1,1,10330101,0,0,0,0
110005012,110005012,STORY_UNIT_NAME_110005012,11000500,110005,1,2,10330101,1,0,110005011,0
110005013,110005013,STORY_UNIT_NAME_110005013,11000500,110005,1,2,10330101,2,0,110005012,0
110005014,110005014,STORY_UNIT_NAME_110005014,11000500,110005,1,2,10330101,3,0,110005013,0
110005015,110005015,STORY_UNIT_NAME_110005015,11000500,110005,1,2,10330101,4,0,110005014,0
110006011,110006011,STORY_UNIT_NAME_110006011,11000600,110006,1,1,10830101,0,0,0,0
110006012,110006012,STORY_UNIT_NAME_110006012,11000600,110006,1,2,10830101,1,0,110006011,0
110006013,110006013,STORY_UNIT_NAME_110006013,11000600,110006,1,2,10830101,2,0,110006012,0
110006014,110006014,STORY_UNIT_NAME_110006014,11000600,110006,1,2,10830101,3,0,110006013,0
110006015,110006015,STORY_UNIT_NAME_110006015,11000600,110006,1,2,10830101,4,0,110006014,0
110007011,110007011,STORY_UNIT_NAME_110007011,11000700,110007,1,1,10440101,0,0,0,0
110007012,110007012,STORY_UNIT_NAME_110007012,11000700,110007,1,2,10440101,1,0,110007011,0
110007013,110007013,STORY_UNIT_NAME_110007013,11000700,110007,1,2,10440101,2,0,110007012,0
110007014,110007014,STORY_UNIT_NAME_110007014,11000700,110007,1,2,10440101,3,0,110007013,0
110007015,110007015,STORY_UNIT_NAME_110007015,11000700,110007,1,2,10440101,4,0,110007014,0
110007021,110007021,STORY_UNIT_NAME_110007021,11000700,110007,2,1,10550403,0,0,0,20200129
110007022,110007022,STORY_UNIT_NAME_110007022,11000700,110007,2,2,10550403,1,0,110007021,20200129
110007023,110007023,STORY_UNIT_NAME_110007023,11000700,110007,2,2,10550403,2,0,110007022,20200129
110007024,110007024,STORY_UNIT_NAME_110007024,11000700,110007,2,2,10550403,3,0,110007023,20200129
110007025,110007025,STORY_UNIT_NAME_110007025,11000700,110007,2,2,10550403,4,0,110007024,20200129
110008011,110008011,STORY_UNIT_NAME_110008011,11000800,110008,1,1,10140102,0,0,0,0
110008012,110008012,STORY_UNIT_NAME_110008012,11000800,110008,1,2,10140102,1,0,110008011,0
110008013,110008013,STORY_UNIT_NAME_110008013,11000800,110008,1,2,10140102,2,0,110008012,0
110008014,110008014,STORY_UNIT_NAME_110008014,11000800,110008,1,2,10140102,3,0,110008013,0
110008015,110008015,STORY_UNIT_NAME_110008015,11000800,110008,1,2,10140102,4,0,110008014,0
110009011,110009011,STORY_UNIT_NAME_110009011,11000900,110009,1,1,10740101,0,0,0,20181031
110009012,110009012,STORY_UNIT_NAME_110009012,11000900,110009,1,2,10740101,1,0,110009011,20181031
110009013,110009013,STORY_UNIT_NAME_110009013,11000900,110009,1,2,10740101,2,0,110009012,20181031
110009014,110009014,STORY_UNIT_NAME_110009014,11000900,110009,1,2,10740101,3,0,110009013,20181031
110009015,110009015,STORY_UNIT_NAME_110009015,11000900,110009,1,2,10740101,4,0,110009014,20181031
110009021,110009021,STORY_UNIT_NAME_110009021,11000900,110009,2,1,10750302,0,0,0,20200730
110009022,110009022,STORY_UNIT_NAME_110009022,11000900,110009,2,2,10750302,1,0,110009021,20200730
110009023,110009023,STORY_UNIT_NAME_110009023,11000900,110009,2,2,10750302,2,0,110009022,20200730
110009024,110009024,STORY_UNIT_NAME_110009024,11000900,110009,2,2,10750302,3,0,110009023,20200730
110009025,110009025,STORY_UNIT_NAME_110009025,11000900,110009,2,2,10750302,4,0,110009024,20200730
110010011,110010011,STORY_UNIT_NAME_110010011,11001000,110010,1,1,10250101,0,0,0,0
110010012,110010012,STORY_UNIT_NAME_110010012,11001000,110010,1,2,10250101,1,0,110010011,0
110010013,110010013,STORY_UNIT_NAME_110010013,11001000,110010,1,2,10250101,2,0,110010012,0
110010014,110010014,STORY_UNIT_NAME_110010014,11001000,110010,1,2,10250101,3,0,110010013,0
110010015,110010015,STORY_UNIT_NAME_110010015,11001000,110010,1,2,10250101,4,0,110010014,0
110010021,110010021,STORY_UNIT_NAME_110010021,11001000,110010,2,1,10650402,0,0,0,20200715
110010022,110010022,STORY_UNIT_NAME_110010022,11001000,110010,2,2,10650402,1,0,110010021,20200715
110010023,110010023,STORY_UNIT_NAME_110010023,11001000,110010,2,2,10650402,2,0,110010022,20200715
110010024,110010024,STORY_UNIT_NAME_110010024,11001000,110010,2,2,10650402,3,0,110010023,20200715
110010025,110010025,STORY_UNIT_NAME_110010025,11001000,110010,2,2,10650402,4,0,110010024,20200715
110011011,110011011,STORY_UNIT_NAME_110011011,11001100,110011,1,1,10350101,0,0,0,0
110011012,110011012,STORY_UNIT_NAME_110011012,11001100,110011,1,2,10350101,1,0,110011011,0
110011013,110011013,STORY_UNIT_NAME_110011013,11001100,110011,1,2,10350101,2,0,110011012,0
110011014,110011014,STORY_UNIT_NAME_110011014,11001100,110011,1,2,10350101,3,0,110011013,0
110011015,110011015,STORY_UNIT_NAME_110011015,11001100,110011,1,2,10350101,4,0,110011014,0
110011021,110011021,STORY_UNIT_NAME_110011021,11001100,110011,2,1,10640101,0,0,0,20190214
110011022,110011022,STORY_UNIT_NAME_110011022,11001100,110011,2,2,10640101,1,0,110011021,20190214
110011023,110011023,STORY_UNIT_NAME_110011023,11001100,110011,2,2,10640101,2,0,110011022,20190214
110011024,110011024,STORY_UNIT_NAME_110011024,11001100,110011,2,2,10640101,3,0,110011023,20190214
110011025,110011025,STORY_UNIT_NAME_110011025,11001100,110011,2,2,10640101,4,0,110011024,20190214
110012011,110012011,STORY_UNIT_NAME_110012011,11001200,110012,1,1,10430201,0,0,0,0
110012012,110012012,STORY_UNIT_NAME_110012012,11001200,110012,1,2,10430201,1,0,110012011,0
110012013,110012013,STORY_UNIT_NAME_110012013,11001200,110012,1,2,10430201,2,0,110012012,0
110012014,110012014,STORY_UNIT_NAME_110012014,11001200,110012,1,2,10430201,3,0,110012013,0
110012015,110012015,STORY_UNIT_NAME_110012015,11001200,110012,1,2,10430201,4,0,110012014,0
110013011,110013011,STORY_UNIT_NAME_110013011,11001300,110013,1,1,10630201,0,1000201,0,0
110013012,110013012,STORY_UNIT_NAME_110013012,11001300,110013,1,2,10630201,1,0,110013011,0
110013013,110013013,STORY_UNIT_NAME_110013013,11001300,110013,1,2,10630201,2,0,110013012,0
110013014,110013014,STORY_UNIT_NAME_110013014,11001300,110013,1,2,10630201,3,0,110013013,0
110013015,110013015,STORY_UNIT_NAME_110013015,11001300,110013,1,2,10630201,4,0,110013014,0
110014011,110014011,STORY_UNIT_NAME_110014011,11001400,110014,1,1,10530201,0,1000201,0,0
110014012,110014012,STORY_UNIT_NAME_110014012,11001400,110014,1,2,10530201,1,0,110014011,0
110014013,110014013,STORY_UNIT_NAME_110014013,11001400,110014,1,2,10530201,2,0,110014012,0
110014014,110014014,STORY_UNIT_NAME_110014014,11001400,110014,1,2,10530201,3,0,110014013,0
110014015,110014015,STORY_UNIT_NAME_110014015,11001400,110014,1,2,10530201,4,0,110014014,0
110015011,110015011,STORY_UNIT_NAME_110015011,11001500,110015,1,1,10130201,0,0,0,0
110015012,110015012,STORY_UNIT_NAME_110015012,11001500,110015,1,2,10130201,1,0,110015011,0
110015013,110015013,STORY_UNIT_NAME_110015013,11001500,110015,1,2,10130201,2,0,110015012,0
110015014,110015014,STORY_UNIT_NAME_110015014,11001500,110015,1,2,10130201,3,0,110015013,0
110015015,110015015,STORY_UNIT_NAME_110015015,11001500,110015,1,2,10130201,4,0,110015014,0
110015021,110015021,STORY_UNIT_NAME_110015021,11001500,110015,2,1,10250401,0,0,0,20190514
110015022,110015022,STORY_UNIT_NAME_110015022,11001500,110015,2,2,10250401,1,0,110015021,20190514
110015023,110015023,STORY_UNIT_NAME_110015023,11001500,110015,2,2,10250401,2,0,110015022,20190514
110015024,110015024,STORY_UNIT_NAME_110015024,11001500,110015,2,2,10250401,3,0,110015023,20190514
110015025,110015025,STORY_UNIT_NAME_110015025,11001500,110015,2,2,10250401,4,0,110015024,20190514
110016011,110016011,STORY_UNIT_NAME_110016011,11001600,110016,1,1,10230201,0,0,0,0
110016012,110016012,STORY_UNIT_NAME_110016012,11001600,110016,1,2,10230201,1,0,110016011,0
110016013,110016013,STORY_UNIT_NAME_110016013,11001600,110016,1,2,10230201,2,0,110016012,0
110016014,110016014,STORY_UNIT_NAME_110016014,11001600,110016,1,2,10230201,3,0,110016013,0
110016015,110016015,STORY_UNIT_NAME_110016015,11001600,110016,1,2,10230201,4,0,110016014,0
110017011,110017011,STORY_UNIT_NAME_110017011,11001700,110017,1,1,10830201,0,0,0,0
110017012,110017012,STORY_UNIT_NAME_110017012,11001700,110017,1,2,10830201,1,0,110017011,0
110017013,110017013,STORY_UNIT_NAME_110017013,11001700,110017,1,2,10830201,2,0,110017012,0
110017014,110017014,STORY_UNIT_NAME_110017014,11001700,110017,1,2,10830201,3,0,110017013,0
110017015,110017015,STORY_UNIT_NAME_110017015,11001700,110017,1,2,10830201,4,0,110017014,0
110018011,110018011,STORY_UNIT_NAME_110018011,11001800,110018,1,1,10440201,0,0,0,0
110018012,110018012,STORY_UNIT_NAME_110018012,11001800,110018,1,2,10440201,1,0,110018011,0
110018013,110018013,STORY_UNIT_NAME_110018013,11001800,110018,1,2,10440201,2,0,110018012,0
110018014,110018014,STORY_UNIT_NAME_110018014,11001800,110018,1,2,10440201,3,0,110018013,0
110018015,110018015,STORY_UNIT_NAME_110018015,11001800,110018,1,2,10440201,4,0,110018014,0
110018021,110018021,STORY_UNIT_NAME_110018021,11001800,110018,2,1,10650504,0,0,0,20201104
110018022,110018022,STORY_UNIT_NAME_110018022,11001800,110018,2,2,10650504,1,0,110018021,20201104
110018023,110018023,STORY_UNIT_NAME_110018023,11001800,110018,2,2,10650504,2,0,110018022,20201104
110018024,110018024,STORY_UNIT_NAME_110018024,11001800,110018,2,2,10650504,3,0,110018023,20201104
110018025,110018025,STORY_UNIT_NAME_110018025,11001800,110018,2,2,10650504,4,0,110018024,20201104
110019011,110019011,STORY_UNIT_NAME_110019011,11001900,110019,1,1,10840201,0,0,0,0
110019012,110019012,STORY_UNIT_NAME_110019012,11001900,110019,1,2,10840201,1,0,110019011,0
110019013,110019013,STORY_UNIT_NAME_110019013,11001900,110019,1,2,10840201,2,0,110019012,0
110019014,110019014,STORY_UNIT_NAME_110019014,11001900,110019,1,2,10840201,3,0,110019013,0
110019015,110019015,STORY_UNIT_NAME_110019015,11001900,110019,1,2,10840201,4,0,110019014,0
110020011,110020011,STORY_UNIT_NAME_110020011,11002000,110020,1,1,10340201,0,0,0,0
110020012,110020012,STORY_UNIT_NAME_110020012,11002000,110020,1,2,10340201,1,0,110020011,0
110020013,110020013,STORY_UNIT_NAME_110020013,11002000,110020,1,2,10340201,2,0,110020012,0
110020014,110020014,STORY_UNIT_NAME_110020014,11002000,110020,1,2,10340201,3,0,110020013,0
110020015,110020015,STORY_UNIT_NAME_110020015,11002000,110020,1,2,10340201,4,0,110020014,0
110021011,110021011,STORY_UNIT_NAME_110021011,11002100,110021,1,1,10550201,0,0,0,0
110021012,110021012,STORY_UNIT_NAME_110021012,11002100,110021,1,2,10550201,1,0,110021011,0
110021013,110021013,STORY_UNIT_NAME_110021013,11002100,110021,1,2,10550201,2,0,110021012,0
110021014,110021014,STORY_UNIT_NAME_110021014,11002100,110021,1,2,10550201,3,0,110021013,0
110021015,110021015,STORY_UNIT_NAME_110021015,11002100,110021,1,2,10550201,4,0,110021014,0
110021031,110021031,STORY_UNIT_NAME_110021031,11002100,110021,3,1,10740302,0,0,0,20191212
110021032,110021032,STORY_UNIT_NAME_110021032,11002100,110021,3,2,10740302,1,0,110021031,20191212
110021033,110021033,STORY_UNIT_NAME_110021033,11002100,110021,3,2,10740302,2,0,110021032,20191212
110021034,110021034,STORY_UNIT_NAME_110021034,11002100,110021,3,2,10740302,3,0,110021033,20191212
110021035,110021035,STORY_UNIT_NAME_110021035,11002100,110021,3,2,10740302,4,0,110021034,20191212
110022011,110022011,STORY_UNIT_NAME_110022011,11002200,110022,1,1,10150201,0,0,0,0
110022012,110022012,STORY_UNIT_NAME_110022012,11002200,110022,1,2,10150201,1,0,110022011,0
110022013,110022013,STORY_UNIT_NAME_110022013,11002200,110022,1,2,10150201,2,0,110022012,0
110022014,110022014,STORY_UNIT_NAME_110022014,11002200,110022,1,2,10150201,3,0,110022013,0
110022015,110022015,STORY_UNIT_NAME_110022015,11002200,110022,1,2,10150201,4,0,110022014,0
110022021,110022021,STORY_UNIT_NAME_110022021,11002200,110022,2,1,10740201,0,0,0,20181217
110022022,110022022,STORY_UNIT_NAME_110022022,11002200,110022,2,2,10740201,1,0,110022021,20181217
110022023,110022023,STORY_UNIT_NAME_110022023,11002200,110022,2,2,10740201,2,0,110022022,20181217
110022024,110022024,STORY_UNIT_NAME_110022024,11002200,110022,2,2,10740201,3,0,110022023,20181217
110022025,110022025,STORY_UNIT_NAME_110022025,11002200,110022,2,2,10740201,4,0,110022024,20181217
110023011,110023011,STORY_UNIT_NAME_110023011,11002300,110023,1,1,10430301,0,0,0,0
110023012,110023012,STORY_UNIT_NAME_110023012,11002300,110023,1,2,10430301,1,0,110023011,0
110023013,110023013,STORY_UNIT_NAME_110023013,11002300,110023,1,2,10430301,2,0,110023012,0
110023014,110023014,STORY_UNIT_NAME_110023014,11002300,110023,1,2,10430301,3,0,110023013,0
110023015,110023015,STORY_UNIT_NAME_110023015,11002300,110023,1,2,10430301,4,0,110023014,0
110024011,110024011,STORY_UNIT_NAME_110024011,11002400,110024,1,1,10830301,0,0,0,0
110024012,110024012,STORY_UNIT_NAME_110024012,11002400,110024,1,2,10830301,1,0,110024011,0
110024013,110024013,STORY_UNIT_NAME_110024013,11002400,110024,1,2,10830301,2,0,110024012,0
110024014,110024014,STORY_UNIT_NAME_110024014,11002400,110024,1,2,10830301,3,0,110024013,0
110024015,110024015,STORY_UNIT_NAME_110024015,11002400,110024,1,2,10830301,4,0,110024014,0
110025011,110025011,STORY_UNIT_NAME_110025011,11002500,110025,1,1,10730301,0,0,0,0
110025012,110025012,STORY_UNIT_NAME_110025012,11002500,110025,1,2,10730301,1,0,110025011,0
110025013,110025013,STORY_UNIT_NAME_110025013,11002500,110025,1,2,10730301,2,0,110025012,0
110025014,110025014,STORY_UNIT_NAME_110025014,11002500,110025,1,2,10730301,3,0,110025013,0
110025015,110025015,STORY_UNIT_NAME_110025015,11002500,110025,1,2,10730301,4,0,110025014,0
110026011,110026011,STORY_UNIT_NAME_110026011,11002600,110026,1,1,10330301,0,0,0,0
110026012,110026012,STORY_UNIT_NAME_110026012,11002600,110026,1,2,10330301,1,0,110026011,0
110026013,110026013,STORY_UNIT_NAME_110026013,11002600,110026,1,2,10330301,2,0,110026012,0
110026014,110026014,STORY_UNIT_NAME_110026014,11002600,110026,1,2,10330301,3,0,110026013,0
110026015,110026015,STORY_UNIT_NAME_110026015,11002600,110026,1,2,10330301,4,0,110026014,0
110027011,110027011,STORY_UNIT_NAME_110027011,11002700,110027,1,1,10230301,0,0,0,0
110027012,110027012,STORY_UNIT_NAME_110027012,11002700,110027,1,2,10230301,1,0,110027011,0
110027013,110027013,STORY_UNIT_NAME_110027013,11002700,110027,1,2,10230301,2,0,110027012,0
110027014,110027014,STORY_UNIT_NAME_110027014,11002700,110027,1,2,10230301,3,0,110027013,0
110027015,110027015,STORY_UNIT_NAME_110027015,11002700,110027,1,2,10230301,4,0,110027014,0
110027021,110027021,STORY_UNIT_NAME_110027021,11002700,110027,2,1,10450302,0,0,0,20200211
110027022,110027022,STORY_UNIT_NAME_110027022,11002700,110027,2,2,10450302,1,0,110027021,20200211
110027023,110027023,STORY_UNIT_NAME_110027023,11002700,110027,2,2,10450302,2,0,110027022,20200211
110027024,110027024,STORY_UNIT_NAME_110027024,11002700,110027,2,2,10450302,3,0,110027023,20200211
110027025,110027025,STORY_UNIT_NAME_110027025,11002700,110027,2,2,10450302,4,0,110027024,20200211
110028011,110028011,STORY_UNIT_NAME_110028011,11002800,110028,1,1,10630301,0,0,0,0
110028012,110028012,STORY_UNIT_NAME_110028012,11002800,110028,1,2,10630301,1,0,110028011,0
110028013,110028013,STORY_UNIT_NAME_110028013,11002800,110028,1,2,10630301,2,0,110028012,0
110028014,110028014,STORY_UNIT_NAME_110028014,11002800,110028,1,2,10630301,3,0,110028013,0
110028015,110028015,STORY_UNIT_NAME_110028015,11002800,110028,1,2,10630301,4,0,110028014,0
110029011,110029011,STORY_UNIT_NAME_110029011,11002900,110029,1,1,10540301,0,0,0,0
110029012,110029012,STORY_UNIT_NAME_110029012,11002900,110029,1,2,10540301,1,0,110029011,0
110029013,110029013,STORY_UNIT_NAME_110029013,11002900,110029,1,2,10540301,2,0,110029012,0
110029014,110029014,STORY_UNIT_NAME_110029014,11002900,110029,1,2,10540301,3,0,110029013,0
110029015,110029015,STORY_UNIT_NAME_110029015,11002900,110029,1,2,10540301,4,0,110029014,0
110029021,110029021,STORY_UNIT_NAME_110029021,11002900,110029,2,1,10840202,0,0,0,20190531
110029022,110029022,STORY_UNIT_NAME_110029022,11002900,110029,2,2,10840202,1,0,110029021,20190531
110029023,110029023,STORY_UNIT_NAME_110029023,11002900,110029,2,2,10840202,2,0,110029022,20190531
110029024,110029024,STORY_UNIT_NAME_110029024,11002900,110029,2,2,10840202,3,0,110029023,20190531
110029025,110029025,STORY_UNIT_NAME_110029025,11002900,110029,2,2,10840202,4,0,110029024,20190531
110030011,110030011,STORY_UNIT_NAME_110030011,11003000,110030,1,1,10240301,0,0,0,0
110030012,110030012,STORY_UNIT_NAME_110030012,11003000,110030,1,2,10240301,1,0,110030011,0
110030013,110030013,STORY_UNIT_NAME_110030013,11003000,110030,1,2,10240301,2,0,110030012,0
110030014,110030014,STORY_UNIT_NAME_110030014,11003000,110030,1,2,10240301,3,0,110030013,0
110030015,110030015,STORY_UNIT_NAME_110030015,11003000,110030,1,2,10240301,4,0,110030014,0
110031011,110031011,STORY_UNIT_NAME_110031011,11003100,110031,1,1,10640301,0,1000201,0,0
110031012,110031012,STORY_UNIT_NAME_110031012,11003100,110031,1,2,10640301,1,0,110031011,0
110031013,110031013,STORY_UNIT_NAME_110031013,11003100,110031,1,2,10640301,2,0,110031012,0
110031014,110031014,STORY_UNIT_NAME_110031014,11003100,110031,1,2,10640301,3,0,110031013,0
110031015,110031015,STORY_UNIT_NAME_110031015,11003100,110031,1,2,10640301,4,0,110031014,0
110032011,110032011,STORY_UNIT_NAME_110032011,11003200,110032,1,1,10750301,0,0,0,0
110032012,110032012,STORY_UNIT_NAME_110032012,11003200,110032,1,2,10750301,1,0,110032011,0
110032013,110032013,STORY_UNIT_NAME_110032013,11003200,110032,1,2,10750301,2,0,110032012,0
110032014,110032014,STORY_UNIT_NAME_110032014,11003200,110032,1,2,10750301,3,0,110032013,0
110032015,110032015,STORY_UNIT_NAME_110032015,11003200,110032,1,2,10750301,4,0,110032014,0
110032021,110032021,STORY_UNIT_NAME_110032021,11003200,110032,2,1,10750101,0,0,0,20190531
110032022,110032022,STORY_UNIT_NAME_110032022,11003200,110032,2,2,10750101,1,0,110032021,20190531
110032023,110032023,STORY_UNIT_NAME_110032023,11003200,110032,2,2,10750101,2,0,110032022,20190531
110032024,110032024,STORY_UNIT_NAME_110032024,11003200,110032,2,2,10750101,3,0,110032023,20190531
110032025,110032025,STORY_UNIT_NAME_110032025,11003200,110032,2,2,10750101,4,0,110032024,20190531
110033011,110033011,STORY_UNIT_NAME_110033011,11003300,110033,1,1,10430401,0,0,0,0
110033012,110033012,STORY_UNIT_NAME_110033012,11003300,110033,1,2,10430401,1,0,110033011,0
110033013,110033013,STORY_UNIT_NAME_110033013,11003300,110033,1,2,10430401,2,0,110033012,0
110033014,110033014,STORY_UNIT_NAME_110033014,11003300,110033,1,2,10430401,3,0,110033013,0
110033015,110033015,STORY_UNIT_NAME_110033015,11003300,110033,1,2,10430401,4,0,110033014,0
110034011,110034011,STORY_UNIT_NAME_110034011,11003400,110034,1,1,10530401,0,0,0,0
110034012,110034012,STORY_UNIT_NAME_110034012,11003400,110034,1,2,10530401,1,0,110034011,0
110034013,110034013,STORY_UNIT_NAME_110034013,11003400,110034,1,2,10530401,2,0,110034012,0
110034014,110034014,STORY_UNIT_NAME_110034014,11003400,110034,1,2,10530401,3,0,110034013,0
110034015,110034015,STORY_UNIT_NAME_110034015,11003400,110034,1,2,10530401,4,0,110034014,0
110035011,110035011,STORY_UNIT_NAME_110035011,11003500,110035,1,1,10130401,0,0,0,0
110035012,110035012,STORY_UNIT_NAME_110035012,11003500,110035,1,2,10130401,1,0,110035011,0
110035013,110035013,STORY_UNIT_NAME_110035013,11003500,110035,1,2,10130401,2,0,110035012,0
110035014,110035014,STORY_UNIT_NAME_110035014,11003500,110035,1,2,10130401,3,0,110035013,0
110035015,110035015,STORY_UNIT_NAME_110035015,11003500,110035,1,2,10130401,4,0,110035014,0
110036011,110036011,STORY_UNIT_NAME_110036011,11003600,110036,1,1,10630401,0,0,0,0
110036012,110036012,STORY_UNIT_NAME_110036012,11003600,110036,1,2,10630401,1,0,110036011,0
110036013,110036013,STORY_UNIT_NAME_110036013,11003600,110036,1,2,10630401,2,0,110036012,0
110036014,110036014,STORY_UNIT_NAME_110036014,11003600,110036,1,2,10630401,3,0,110036013,0
110036015,110036015,STORY_UNIT_NAME_110036015,11003600,110036,1,2,10630401,4,0,110036014,0
110036031,110036031,STORY_UNIT_NAME_110036031,11003600,110036,3,1,10450402,0,0,0,20191212
110036032,110036032,STORY_UNIT_NAME_110036032,11003600,110036,3,2,10450402,1,0,110036031,20191212
110036033,110036033,STORY_UNIT_NAME_110036033,11003600,110036,3,2,10450402,2,0,110036032,20191212
110036034,110036034,STORY_UNIT_NAME_110036034,11003600,110036,3,2,10450402,3,0,110036033,20191212
